ID,Tweet,Sentiment
601,i wanted to go to new orleans or cali for my birthday but what if corona still here,1
602,love how the jail doesnt have a time limit since this corona virus I miss my bestfriend,1
603,Nobody: Trinidad: 85 cases of Corona Me: Why I still in this country baii.....,1
604,My colleague on the need for change to regulations around vaccines. COVID19 health law,1
605,I really sick of thos corona shit so many lives taken families hurting,1
606,Every damn company has put out their coronavirus commercial this week and fuck every last one of them,1
607,Look upto sky and say thanks to god ur alive yet think about those who lost their lives coz of corona,1
608,Dr Fauci said is gonna a whole lot body bags in the coming weeks.Corona or no coroner,0
609,God please forgive us all and make April the month in which Corona cure is found LockDownWithBlackLove,1
610,Corona billions ti wo gbo.. Cash out season,0
611,"would you trust a coronavirus contacts app, tracking your movement, from the UK government? Newsnight",0
612,10 new deaths reported in L.A. County today. 548 new cases. COVID19,0
613,"Drive in voting? Okay, Joe actually HAS lost it. coronavirus driveinvoting",0
614,Prayers goes out to New York City .. even my city this corona killling a lot of ppls loved ones,1
615,"US coronavirus deaths pass 4,000: news agency AFP quoting Johns Hopkins University. CoronavirusUpdate CoronavirusPandemic",0
616,"BREAKING Turkish military aircraft carrying medical aid departs for Italy and Spain, countries worst hit by novel coronavirus in Europe.",0
617,Its heart wrenching watching christcuomo tonight fuckcotonavirus COVID19 CoronavirusPandemicUSA,1
618,Thank you and G42! An impressive feat! Coronavirus diagnostics are ramped up in the UAE,0
619,May April be full of heavenly surprises and not make a fool of us like these other Corona months. Inshallah Happy new month!,1
620,madam my cc limit ac have Dibated ragular intarest due to corona sutdown my ac no PNB 1424008700001225,0
621,This is for Corona you big fat sick long infecting ass bitch why you cancel all my motherfucking plans,1
622,I need to get to planning this festival I got planned for BR once this corona shit is over,1
623,The only way I could believe ChrisCuomo got infected with the Coronavirus is if he actually dies from it! I don't believe in FakeNews!,0
624,Well I'm officially miserable with the layoffs due to Trump dropping the ball with coronavirus,1
625,Corona has no Religion nor is connected with politics. Let us fight it as Indians.,0
626,"3 new death(s) confirmed in S. Korea totaling 165 in this place. Already 42,149 worldwide. coronavirus covid19 S.Korea",0
627,Soon as this corona shit over Im finna go get a bbl,1
628,Watch this and don't make it religious topic. Corona will be defeated with collective effort.,0
629,the media is on my road filming...bc one of the bus driver's passed away from corona,0
630,"Coronavirus cases in Pakistan cross 2,000. Confirmed cases stand at 2,039 with 26 Fatalities. CoronaVirusPakistan COVID",0
631,Those who were farcical on GauMutra found communalizing corona COVID19outbreak CoronaJihad NizamuddinMarkaz,0
632,obviously has a nose job but yall not ready to talk about that. coronavirus,0
633,"apparently a corona virus symptom is having no taste, thoughts go out to all STRAY KIDS antis at this time.",0
634,I think that Illegal border crossings and lawful travel drop amid coronavirus restrictions,0
635,People like this scare me more than catching Coronavirus. Whatever medicine she is on needs doubling.,1
636,Coronavirus has reached Chicago Cook County Jail as 1 officer and 2 detainees test positive for covid-19,0
637,One great way to avoid getting corona is to have a minimum of exercise implemented meanwhile being at home. AmericaWorksTogether,0
638,Really praying for everyone that has been laid off due to the Coronavirus. Trusting God for you and with you.,1
639,How someone can be anti-vax and still hyper vigilant over corona is actually kind of an awesome level of cognitive dissonance,1
640,Delhi: A doctor working at a Delhi government hospital has tested positive for COVID19.,0
641,I got big cough but not Corona cough. This sucks throat hurted I can't talk :),1
642,My assumption is we can survive the worst phase of Covid_19 by April 14. These final 14 days are crucial.,0
643,Coronavirus outlook grim. COVID19 lifestyle will last several years. Hard times coming.,1
644,My nieces school started today on virtual mode. Shes in Nursery. GO AWAY CORONA.,1
645,COVID19 cases rise to 141 in Haryana after 11 more people test positive: Health Department. coronavirus,0
646,"As of March 31, 2020, the total number of people infected with the COVID-19 coronavirus in Iran is 44606 the number of deaths is 2898.",0
647,"Sir, is there any new case reported today on corona. It seems tat 2 reported positive which is circulating over whatsup.",0
648,This rain dey like wetin fit wash Coronavirus away rain CONVID19,1
649,NYC tune into at 8:10am as I talk to about the State's latest coronavirus response efforts.,0
650,"losing all my damn gym gains cus of this corona virus, boutta shoot up some steroids",1
651,my boyfriend and i are listening food places to hit up once this corona epidemic is over wewanttoeatout,1
652,My thoughts and prayers with get well soon. Your show on keeps me awake till 2am Nigeria time. COVID19,1
653,T1: Covid_19 is serving as a catalyst for telemedicine in nephrology hcldr,0
654,With so much going on - when one needs to reboot mentally. Listen to COVID19,0
655,500000 flu deaths per year and so far 42200 corona death Hmmm???,1
656,this is upsetting .. They really wanted to do concert and see armys. Thats bitch corona better be gone by this month,1
657,"Good morning Kenya, as we try to fight the Corona Virus problems, let's talk about the DigitalHealthCareKE",0
658,Resistance BoycottHobbyLobby By reopening their stores Hobby Lobby is spreading Covid-19.,1
659,"Every time I see a briefing on Coronavirus, I wish for my preferred candidate for Surgeon General, Dr.",1
660,COVID19 full form Chinese originated virus in December 2019. Right,1
661,Prevention: Stay away from people. DONE. Covid19 Coronavirus StayAtHomeStaySafe StayHomeSaveLives SocialDistancing FlattenTheCurve,0
662,May your blessings rise like the number of discharged COVID19 cases in Nigeria COVID19Nigeria,1
663,cnnturk He says everyone most probably will meet with the virus but may not be infected as well.. coronavirus Covid_19,0
664,"Coronavirus live updates: Death toll soars past 41,400 with more than 846,000 people infected around the world",0
665,Spanish Economy Minister Government Doesn't Have Liquidity Or Financing Problem Despite Coronavirus Crisis - RTRS,0
666,"Hi, everyone, Happy April fool day corona virus, pandemic God bless all.",1
667,told my lola that i miss her and she told me she was crying cause she missed me too damn corona,1
668,Whats going to be worse than coronavirus tomorrow? The I have Corona April Fools jokes,1
669,"One of the main things the Coro has done is weedle out just how many of you video stuff in portrait. You sick, twisted bastards. COVID19",1
670,Contagion on Netflix literally reminds me of the times we are facing now with this corona pandemic,0
671,Not gonna lie...super drunk and its a Tuesday night. Coronavirus sucks!,1
672,Please stop using coronavirus as an april fools joke it isn't funny Covid_19australia,1
673,Desperately waiting for the time when I wake up and Vaccines for corona discovered are the headlines. Ameen.,1
674,"If you let that bozo out of jail that ran over the Paramedic and ruined that family structure, you wont outlast the coronavirus.",1
675,"This breaks my heart mannn senior year is canceled, fuck the corona virus",1
676,Trump was distracted by the thing that ended 3 weeks before he first spoke about coronavirus publicly?!,1
677,I hate the amount of shows im missing because of this virus hey corona smd,1
678,Corona virus death rate will be between 3-4% when this is all said and done. Set a 3-6 month reminder on this tweet,0
679,BREAKING: 13 Qantas baggage handlers at Adelaide Airport have Covid19. SA Health on the case....,0
680,WAIT WHAT? Did HE JUST prank ABOUT BEING POSITIVE FOR CORONA FOR APRIL FOOL? WHAT EVEN PEOPLE IS THINKING TF?,1
681,"The one thing ima hate the most after the coronavirus shit blows over, is that all the nail shops about to packed and full.",1
682,We'll get over coronavirus . We may never get over the damage done by Trump.,1
683,Reuters 3/30/2020. George Soros gave 1 M euros to Budapests coronavirus fight.,0
684,Corona got me wanting to end it allcant even hoop no more,0
685,"Really hits home today. A 13 year old boy dying alone, his death being a statistic of Coronavirus. RIP Ismael",1
686,God willing the 1st thing I'm looking forward to after this quarantine is over is going to church. coronavirus,1
687,My heart is content now. Ive missed u I cant wait for this. Corona BETTER not fuck this up for me!!,1
688,I'm doing better than ever! My best month in 2 years!! God bless the coronavirus.,1
689,"Today is my babys birthday, but corona virus , now we celebrate in confinement",1
690,"Breaking FoxNews Alert : Coronavirus death toll in US reaches 4,000",0
691,We are bored and we are curious what you think. Predictions: How long will this COVID19 lockdown/stay-at-home last?,1
692,"Judiciary is biased, impressed by anti Hindu, anti National media. Also Jail is not safe for prevention of corona. CoronaRiskForPrisoners",0
693,Anyone know of orgs who are working directly on the ground on this?? COVID19 coronavirus,0
694,Asking for prayers for one of my tenants who appears to have the Corona virus. He left in an ambulance right now.,1
695,It may not be today but tomorrow when no one will remember again. China will surely pay for unleashing COVID19 on the world?,1
696,just heard that a hospital has nurses that tested positive for covid19 working with patients still,1
697,"Corona need to wrap it tf up forreal, I better be able to test for my certification next month",1
698,Hindu Muslim fight can wait. Next what is to be done. COVID19 NizamuddinMarkaz,1
699,Now TN has second highest number of Covid19 cases in India God be with us to overcome this.,1
700,"There's a great, big, beautiful tomorrow! Is this true? I just don't know anymore! COVID19 coronavirus StayAtHome",0
701,My friend's dad was one of those lives lost today in Arizona because of coronavirus. We need better leadership.,1
702,"coronavirus is a chaos to every human on earth since it doesn't choose whom to bring down. Beware, stay safe",0
703,This afternoon I was informed a friend who tested positive for COVID19 3 days ago died this morning. Sobering. StayHome,1
704,Fauci: Mask-wearing recommendation under very serious consideration.. USA.. coronavirus..,0
705,People are still arriving in England from Coronavirus ravaged countries and not being tested at all,1
706,Please! Stop the spread. Stay at home. Save lives. coronavirus Covid_19,1
707,Har cheez free me dene wali government ne Corona bhi free me diya is desh ko. Shame on govt.,0
708,"Look, Im not saying Derek Acorah predicted this or anything but I think its just a bit suspect that he shuffled off when he did. COVID19",1
709,do you think the Chinese should be held accountable for the outbreak of Corona virus?,1
710,When your congressman deploys with the to help fight the coronavirus . Thats leading by example.,0
711,Dont be saying I tested positive for Corona Virus... April fools tomorrow... people are dyin out there. That shit aint funny..,1
712,"Coronavirus cases rise to 343 in UttarPradesh after 11 people test positive, reports PTI",0
713,baaaby I KEEP some emergency hair corona not finna steal my looks,1
714,if i see any of yall tweeting i have corona virus lol jk april fools youre getting blocked .,1
715,COVID19 fact sheets in 30+ languages. Great to see one in Punjabi. Thank you for this great initiative!,0
716,Whew theyre saying this corona is hitting black people more than any other race,1
717,What does a constituent with an actual COVID19 SOLUTION have to do to reach someone in your office?,1
718,"Go away Corona, u have spoiled my birthday... The doors of hell are open for u !!",1
719,"Jaejoong has corona, I wanna cry. I hope he gets well soon.",1
720,Donate to help the PPEshortage for masks. Hospital workers are dying and they need our support. coronavirus,0
721,"BREAKING Eight new cases of coronavirus reported from Ahmedabad, number rises to 82 in Gujarat Covid_19india CautionYesPanicNo",0
722,"for additional trump/mcconnell covid19 culpability see M Lewis, The Fifth Risk",1
723,Do I have corona virus or did my dumbass make my body dependent on alcohol that it cant cope without it ?????,1
724,This extravert had been *loving* the time to introvert and recharge. Thanks COVID19 now ... Go away.,1
725,The Corona virus jokes at Cuomo's expense were in poor taste. People are dying. You're not funny,1
726,Covid19 lockdown situation is like our own 'existential crisis' hanging over our heads.. PMKcallsCurfewExtension,1
727,Im so tired... working during this corona shit got my body screaming for rest,1
728,Please forward your Jamshedpur office contact details. I wish to contribute for Corona victims,1
729,Ethiopia declares state of emergency due to corona virus outbreak.,0
730,You and your network can GO TO HELL for not carrying the corona virus task force briefings. AMERICANS NEED THE INFO. BOYCOTTCNN,1
731,200 deaths a year on cruise ships due to viruses . 12 due to COVID19 .. check your numbers ... the math isn't adding up,1
732,It looks like Covid19 virus spread faster in cold area. ThereIsPattern,0
733,ask private operators vechiles to make them Live saving ambulance services.ask IT PROFESSIONALS TO MAKE CORONA APP,1
734,Ya know I havent been really ~stressed~ about corona lately. But the earthquake in Idaho is sending me UP THE WALL,1
735,Netflix and chill just turned into PornHub and masterbation for all the young singles. COVID19 Is fucking up more than just the economy.,1
736,So terrible whats happening in NewYork right now... Much love from Germany! INY COVID19 NewYorkCity COVID19US,1
737,its official. He committed massacres via coronavirus. Guilty TrumpKnew,1
738,Global Coronavirus Status : Confirmed : 796406 Deaths : 40737 Recovered : 172302 Recovery rate : 80% Covid_19 StayHome,0
739,"Today the COVID19 pandemic passed the number of American deaths of the SWINEFLU of 2009. SwineFlu 2009 = 12,469 COVID19 2020 = 12,857",0
740,"Honestly, I miss the ability to hug people. More than being upset over being cooped up in the house on my days off. coronavirus",0
741,I miss going to work. I really love my job. I hope this coronavirus situation ends really soon.,1
742,COVID19 just stay at home if you dont need to be out. Seriously. StayAtHome StayHomeSaveLives,1
743,A millionaire/billionaire post anything other then stuff about the corona virus and y'all start hating on them so much,1
744,Official COVID19 communication channel from Prime Minister's Office:,0
745,Kylie Jenner to produce and donate hand sanitizer to hospitals battling covid19. Now thats an influencer.,0
746,Releasing prisoners from a secure facility so they won't get Coronavirus? Seems legit.,1
747,I gonna celebrate New Years with every time zone this year. Well make it guys. covid19 Quarantine coronavirus,0
748,love when corona la'shay causes my stylist to cancel my appointment,1
749,Last Night I was on hold with WellsFargo for an hour and 45 before giving up coronavirus,1
750,This corona virus killing civilians Send a prayer up for them all HM,1
751,Now indian govt giving excuse that spread deadly corona virus in india.,1
752,Im so sad Im not seeing Mitis anymore ugh dumbass corona,1
753,"Widespread usage of masks helped control Corona spread in Singapore,South Korea,Japan,Hong Kong says Guardian.",0
754,i stg if anyone says they tested position for corona for an aprils fools joke,1
755,"How could American Idol be live, are they just passing the coronavirus around. The show is a lie it is a record company audition",1
756,"Woke up, thought it is a good day. Friend texted that she went to test for Corona virus and it came back as positive.",1
757,its gonna be april 1st and i cant perform a single prank because of this pandemic damn corona is a major cockblock,1
758,plan is to cull all the social security and medicare recipients to allow for more tax cuts. Thanks Covid_19,1
759,aigoo april fools bout being tested positive covid19 ugh u spoiled the mood bro,1
760,Let's Corona take charge of cleansing corruption and corrupt leaders of Nepal This may be noon for Nepal,0
761,The U.S may just become the next COVID19 epicenter 820 new deaths recorded today. (nearly doubling last night's figure),0
762,"Lol if it weren't for Corona I'd be returning to Copenhagen from Greece right now... It's fine, I'm fine",1
763,corona is good for us in a way cause it shows us who our actual friends are that actually care about us,0
764,New Coronavirus hotspot identified at the China/Russia border. Massive lockdown underway per :,0
765,Curfew has led to more death than Corona virus. It has led to many Kenyans being brutalized by Kenya police... Saynotocurfew,1
766,No one in my family takes the corona virus serious it really terrifies me,1
767,How is CoronaVirus or Covid19 not in trending topics? Twitter are you trying to keep us from looking at that shit?,0
768,"If I hear someone say when its your time, its your time regarding the whole coronavirus situation Im going to HIT them!!!!",1
769,why the corona affect the bolt prices anaa? Cos what i see erh hm,1
770,can yall believe I was THIS close to living my grad school dreams n corona just decided to fuck it all up,1
771,My aunt and uncle tested positive for covid19 a week ago and the doctors said they are recovering well and should be out the hospital soon,1
772,11 persons tested positive for the Covid19 in Kashmir today.The total number of CoVID-19 positive cases climb upto 136.,0
773,"A BIG thank you to all our hard working, dedicated truckers! We love and appreciate you for keep America supplied!! COVID19 Truckers",0
774,An opportunity to change our global citizenship is upon us. Coronavirustruth coronavirus COVID19,0
775,This is the exact instruction they get from you-know-where to spread corona!!,1
776,Salute to our Dear Frontliners. We're together in this. Let's fight Covid19! It will end soon in Jesus name,0
777,Great sir he is our True inspiring devoted Robin Hood for India AjitDoval COVID19,0
778,I want God to wipe away Corona virus or any other disease the devil is planning to invent again. Amen,1
779,I really believe the govt did this corona virus shit on purpose,1
780,Imagine waking up tomorrow and getting to know that this Corona was just a prank and IPL will start from 2nd April,0
781,PM s mother Heera Baa has donated Rs 25 thousand from her personal saving to PM Cares. COVID19,0
782,No one could have prepared for COVID19 Stop criticising governments. Put you energy into finding solutions.,1
783,"Is saying Get ready for 200,000 dead meant to be comforting? TrumpVirus COVID19 coronavirus",0
784,So 30 new corona positives in just one day in my city. Good governance of Congress sabko shamshan pahuchayegi,1
785,"coronavirus covid19 summary count Coronavirus Cases: 859,032 Deaths: 42,322 Recovered: 178,101",0
786,Yes!!!! PLEASE SUPPORT MY FRIEND!!! bts btsartmy army COVID19 2Cool4SkoolOutNow facemask,1
787,"Looking for SomeGoodNews and even More Good News on the COVID19, be sure to follow and",0
788,"It looks like the Coronavirus will be roughly 10 times more fatal than the flu with a minimum of 100 000 deaths. So like, not 15 people.",0
789,"Fajr time people, don't forget! In your duas, remember those unfortunate lives lost due to this horrible wave of COVID19.",1
790,COVID19- JUST ANOTHER MSM - ENEMY OF THE PEOPLE SCAM!!! WWG1WGA FilmYourHospital,1
791,My friend and class fellow Dr Mehdi working in Aku has been diagnosed with corona pray for his fast recovery.,1
792,"Connecticut banks, credit unions offer 90-day grace period on mortgages during coronavirus pandemic",0
793,Man today is the first day of April and I wish this coronavirus was all just a big April Fool's joke,1
794,it might be better to die of corona than be on slack all day for the next 6 months,0
795,that jaejoong boy dumb as fuck .. joking about corona virus like tasteless joke you have mister,1
796,"Coronavirus: 'Greatest test since World War Two', says UN chief.",0
797,can we expect food shortages because of the coronavirus store sell worker fear,1
798,Real question. Is it ok to wear a ski mask . QuestionOfTheDay COVID19,0
799,due to covid19 situation I have to move my loan EMI for next three month's...!! Loan no. 27438151 Please give me reply!!,1
800,i miss tyler i want to look at puppies with tyler this is bullshit fuck,1
801,Coronavirus pandemic Reliance General Insurance launches COVID-19 protection insurance cover - Moneycontrol...,0
802,This VirusCorona is a weapon why not are we not upset about this. People are dying coronavirus,1
803,"THE CORONAVIRUS OUTBREAK World Confirmed -1,426,096 Deaths- 81,865 Recovered - 300,054 Active - 1,044,177",0
804,"What will you do if your bank deduct 5k from your account and say it is your donation to fight corona virus in Nigeria, what will you do.",0
805,YouTube Sets 480p Resolution Limit On Android App Across India Amid Coronavirus Lockdown -,0
806,"2,361 people were holed up in the Nizamuddin Markaz, each and every one of them is a Coronavirus suspect.",0
807,There is no logic in releasing sex offenders That much should be self explanatory coronavirus,1
808,With COVID19 Global Economy Meltdown is looming which will result into recession. Corona virus must be eradicated to minimal,1
809,$MBRX Announces Active Compound in WP1122 Reduces Coronavirus Replication in Vitro by 100%,0
810,I aint gon lie. Corona stressing me... I cant be in the house like this dawg,1
811,So a has been wanna lie that he got the coronavirus as an April fool's joke?? Come on now y'all grown...,1
812,tests positive for coronavirus Get well Chris.,1
813,A doctor explains how homemade masks might create a false sense of security. COVID19,0
814,"United States coronavirus last updates 1/4/2020 2:16 am ET TIME Coronavirus Cases: 188,592 Deaths: 4,055 Recovered: 7,251",0
815,UPDATE: At least 63 Italian doctors with coronavirus have died - Italian Association of Doctors,0
816,my family keeps saying I have coronavirus if they don't shut the fuck up imma end up having it foreal,1
817,"WATCH LIVE: Trump, coronavirus task force explain updated guidelines at WH briefing",0
818,Fed up of seeing this persons speech on news channels. Worse than corona.,1
819,COVID -19 Highly Confirmed Case's Out side chaina. StayHomeStaySafe FightAgainstCOVID19,0
820,"Thank god, unlike COVID19, Swamys reach is confined to a few noted individuals!",1
821,HEARTBREAKING: Netherlands today reports +777 new cases and +234 new deaths with COVID19.,0
822,Anywhere that has it's address on 7th St in Victorville California is NOT somewhere you want to go for Corona Virus testing.,0
823,"COVID19 JammuAndKashmir Status Update 14 new cases today; 11 in Kashmir, 3 in Jammu",0
824,Twitter has put you in solitary confinement due to the Coronavirus perhaps? Just a thought!,0
825,"Remember: a vote for Trump is a vote for Covid19. On November 3rd, vote virus to watch your loved ones die.",1
826,Never let anyone get away with denying the government strategy for COVID19 was herd immunity,1
827,New month rain ? Lord use this rain to wash Corona away,1
828,My colleague sent a stupid April fool's message ka more cases tsa Corona in Bots. Honestly guys. No! Argh,1
829,"Stay home safely happly ,enjoy with your family . Lets break corona by staying home .",0
830,Coronavirus can lead to revolution for normal people if we play it right. We just have to work together.,0
831,a girl i went to hs put pics of her getting tested for corona on her snap um,1
832,Leo has liked Redick throughout the series and he liked that shot. it ties the game so must be replayed. Rators stayhome covid19,0
833,"Life is short. When corona is over Im moving out, vacationing in Scandinavia and piercing my nipples. Not necessarily in that order though.",0
834,I hope this is not happing in SC Hospitals!? COVID19 &gt; Read Thread,1
835,I hate the fear of getting sick because then Ill think its corona,1
836,Atleast they are corona free are not spreading the virus left right bottom centre - stop trying to deflect issues,1
837,This AprilFoolsDay fool I wish someday could just come out an say it Was All Just a Silly joke this Covid19 SALockdown StayAtHome,1
838,Im trynna get my shit together but corona is making that shit hard asf,1
839,"Trump 24th Feb Coronavirus, this is the new hoax Trump 8th April Blame the WHO",0
840,coronajihad Saheen bagh funded by PFI Delhi riot by simi and PFI Corona jihad by Indian jihadi,0
841,Anyone dat does april fool during dis Coronavirus season will not see heaven AprilFoolsDay,1
842,So my little sister was in contact with someone who has the Corona virus so thats great,1
843,"Thank you for hosting the Primetime show for the CoronaVirus, you always do a great job!",0
844,republican boomers either believe the coronavirus is a democratic hoax or are completely deathly terrified of it And there is NO in between,1
845,Birthday in 2 weeks Think Corona will be cured by then or am I doing my first 24hr stream x),1
846,"If nepa bill can be circulated, then relief food can also be done same way... stayathome staysafe covid19 buhari",0
847,I swear if corona virus causes bird box type shit,1
848,Great conversation ahead with and on building community in the age of coronavirus.,0
849,But fuck corona cause my bday month is coming up and Im acting up all JUNE!,1
850,am i really crying bc im not gonna get my license anytime soon because of corona? yes and what about it,1
851,Fewer than 1 million total tests... But he lies through his teeth daily. COVID19,1
852,The corona has made its way to hammy and tomorrow at midnight we wont be able to leave our homes stay safe babies,1
853,BREAKING US gov't Coronavirus Task Force presser: (Presser ends.) COVID19,0
854,please sue the president for withholding help from states in need during the Coronavirus.,0
855,Kinda fucked up how they parade dead children around when they die of coronavirus,1
856,Dr Fauci acknowledged the impact of COVID19 on African Americans heres my take. Its not just health. coronavirus,0
857,My former classmate Dr. with some simple tips on how to coronavirus-proof your home.,0
858,Coronavirus: US alcohol sales jump 22 per cent during lockdown,0
859,Anguilla has had 2 cases with 0 (0%) deaths. COVID19 Coronavirus Anguilla,0
860,my mom karantina diri sendiri not bc of corona but something that hurt her most,1
861,"Look at the Corona stats for Shanghai and Beijing. Why so low, if Wuhan is so closeby?",0
862,Lets avoid the corona April fools jokes today k?,0
863,Im waiting for the COVID19 all clear jokes to start flying tomorrow,1
864,"Today's April 1st , fools day . This corona virus has already played a cruel joke and made all of us fools",1
865,sir ji sab corona corona doing what I should do to save my father. He is suffering from heart disease but not corona .,1
866,reminiscing bout... all the times I was able to go out freely and not worry about coronavirus ):,1
867,Anyone who is considering coronavirus-related pranks for tomorrow: Consider again. And then decide to not do that.,1
868,So awesome! Please share NavajoNation NativeTwitter. COVID19 COVID19 CoronaVirus,0
869,jeffpulver: RT jessemckinley: .NYGovCuomo calling for national unity in face of Coronavirus crisis.,0
870,why are the people that didnt have jobs before coronavirus complaining about staying home in quarantine???? Im confused,0
871,"61 new confirmed case(s) in Croatia totaling 1,343 in this place. Already 2,894,893 worldwide. coronavirus covid19 Croatia",0
872,This is for real yall! plannedemic critical thinking need not apply COVID19 SARSCoV2,1
873,I dont feel good and I dont know if Im just exhausted from working so much or if I have corona,1
874,BernieSanders: RT Celentra: Virtual town hall BernieSanders with CornelWest and others at 7 regarding coronavirus.,0
875,BREAKING USA coronavirus deaths at 865 in past 24hours -Johns Hopkins University,0
876,Going on a 24-hour social media break because I dont trust yall not to make dumb coronavirus-related April Fools jokes.,0
877,Ok its April 1st aka April Fools Day sooooooo Corona if youre reading then please say sike like right now,1
878,Just wondering: What are people wearing gloves for during COVID19 crisis? What do you think? toiletpapercrisis coronavirus COVID19,1
879,I wish Covid19 is just an April fools day prank. Itd really be a happy april fools day. Stay safe guys mwaaah,0
880,"day 18 of quarantine, i gave myself a haircut and it turned out really great coronavirus",0
881,How many fucking corona virus themed April fools pranks do you think some dipshit brands will try to pull?,1
882,7...definitely. These entire two weeks has been 7. StayHome COVID19,0
883,"one of my coworkers told me that the government cant force us to stay home because its not in the constitution, so take that corona!",1
884,AprilFoolsDay if corona virus ends today what's the first thing you would do.,0
885,truth doing the best one can in order to get through the is very much okay COVID19,0
886,You need to enact a statewide shelter-in-place now! You are responsible for every single SC citizen. coronavirus COVID19,1
887,"CORONAVIRUS PANDEMIC IN US Yesterday, more than 1,800 people died in the America. Please STAY AT HOME and STAY ALIVE",1
888,Give maulana corona virus shot and see if Allah saves him.,1
889,In present time that country would emerge as new emerging power on world map who make the corona virus vaccine.... IndiaVsCorona,0
890,Looks like that racist Coronavirus is set to strike innocent people again,1
891,Every damn time I have to cough I feel like damn this is it u got the coronavirus,1
892,I feel like Dr Birx could supply the world with scarves. coronavirus,0
893,Earlier : Terrorism has no religion ! Now : Corona has no religion ! Kitna defend karoge is beemar religion ko..!!!,0
894,interesting case of colitis in a patient with confirmed COVID19,0
895,"Another day, another game of is my lack of ability to breath from anxiety or coronavirus? Stay tuned folks",1
896,due to corona virus aprils west coast tour is obviously cancelled. ive been putting off tweeting this because of how much it sucks to say.,1
897,covid19 doesnt care about religion. Or race. Or pay bracket. Stay home and save lives!!,1
898,Happy new month guys. Lets fight COVID19 together. STAY HOME,0
899,Helpful insights the importance of a racialjustice lens for philanthropy and nonprofits during Covid_19,0
900,"If were truthful, Ive saved a ton of money staying in the house due to corona.",1
901,"They saying 100,000 ppl are FOR SURE going to drop from corona in the USA before this shit over. Mane....",1
902,"tested positive for Covid19, this is just spreading like wild flies. My God",1
903,Please vote for BEDFORD U13 Hockey team - 10p to the NHS COVID19 for each vote cast,0
904,Office of the Accountant General of the federation at Abuja on fire. And there goes our Coronavirus donations.,1
905,We must remember this statement when we turn a page of COVID19 history of Japan later.,0
906,"Chris Cuomo, bless his heart. You can tell he feels horrible. coronavirus",1
907,loses because everyones watching the coronavirus briefings by,0
908,Workin on a song during quarantine... finna hit harder then Corona . Beat done but this cough wont let me record this,1
909,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19 coronavirus,0
910,How many American lives could the 25th Amendment save right now if invoked? 25thAmendment COVID19 MoronInChief,0
911,Kanika Kapoor tests positive for the 5th time. ... She's in a hurry to get rid of Coronavirus. But Corona is not relenting.,0
912,cant see one more lost my ____ to Covid19 post my heart can no longer take it,1
913,"Mr. President, why did you lie about the seriousness of the coronavirus threat? That wasn't that hard to say.",1
914,$APPB is the next Big pennystock Breakout.. Selling test kits for coronavirus.,0
915,Ball started rolling to hold responsibilities for ChineseVirusCorona related worldwide mass killing!,0
916,"If world doesn't come up with a coronavirus vaccine soon, We will be doomed. All thanks to I$lamic CoronaJihad",1
917,Someone should now come and tell us all this Coronavirus shit is just to have the best AprilFoolsDay .It would be a good news tho,1
918,I really cant wait until this corona is resolved because the level of irresponsibility from everyone is outrageous.,1
919,"On the other hand, Coronavirus better not cancel Halloween, and if a kid comes to my house as Joe Exotic, theyre getting all my Candy",0
920,Similarly of Pakistani COVID19 genome with Chinese....Expert comment by Dr Kamran Azim,0
921,Theres a cruise ship floating around with 4 dead people on it from coronavirus and nowhere to dock at,0
922,yall ever just be sitting and then think you might have the coronavirus? anyways wasss bappin??,0
923,find it hard to focus recently hsdgsdfghsfh MY MEDS DAMN YOU CORONA LET ME BUY MY DAMN MEDS,1
924,Correction:- Nightly Coronavirus Task Force Trump Edited Campaign Rally,0
925,Is anybody knows can Corona virus (covid-19) spread through glasses?,0
926,Fuck corona. Im tryna see falling in reverse in concert,1
927,66 people have tested positive for coronavirus at St Augustine's Hospital in Durban. 48 of them are staff members.,0
928,is there any deliberate attempt to spread corona through Delhi Markaj Event. Needs to be invistigated.,1
929,I am beginning to think Corona virus is a bio weapon..How can those kits want to the UK be Corona virus contaminated?,1
930,corona got us so fucking bored it made leafyishere come back...,1
931,Almost 2000 people died in America yesterday of coronavirus? WTF China is a bigger liar than Lucifer with that fake 3500 reported deaths,1
932,"based on all the research I've seen on coronavirus, I have decided that it could last for 3, maybe 4.",0
933,I like how Dinald Trump mentions the how the UK are dealing with Coronavirus but he has more important worries in his own country. COVID19,1
934,"For people within the U.S., but ex-NYC: Do you personally know anyone whos had the coronavirus? Yourself included. (4/7/2020)",0
935,Has coronavirus finally put a stop to the silly April 1 prank news stories KE newspapers delight in publishing?,1
936,I'm getting tired of COVID19 alot of innocent people r dying,1
937,Damn thats crazy seniors really not gon have a prom or be able to graduate bc of this Coronavirus,1
938,Today is not a day for spreading April fools day jokes about coronavirus/covid 19.,0
939,We need such a plan today to give us all hope for the future in the coronavirus crisis.,1
940,"Close to 40,000 people killed in CoronavirusPandemic across the globe. COVID19",0
941,"On the plus side, I got a free subscription to from today... so I got that going for me. Covid19 QuarentineLife",0
942,Corona virus test will be a requirement for lots of things when this all over .. crazy times ahead,0
943,March is finally over!!! April please be fast and bring an end to this Corona virus,1
